Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,사업장명,인허가일자,영업상태명,폐업일자,지번주소,도로명주소,좌표정보(X),좌표정보(Y),소재지면적,가격대,위도,경도,지하철역과거리,주변저가형카페수,주변중저가형카페수,주변고가형카페수,주변평균월세,주변유동인구수
142,143.0,143.0,143.0,이디야커피방학역점,20140902,영업/정상,,서울특별시 도봉구 방학동 652-21 지상1층,"서울특별시 도봉구 도봉로153길 15, 지상1층 (방학동)",203684.129286803,463046.227184724,64.24,중저가,37.66980497254982,127.0396549373038,1.547119955071049,1.0,0.0,0.0,69.35555555555555,170399.0
143,144.0,144.0,144.0,이디야커피,20150302,폐업,20220721,서울특별시 강남구 대치동 889-68,"서울특별시 강남구 선릉로86길 15, 지상1층 105호 (대치동)",204424.696602366,444593.605336523,40.95,중저가,37.50354637972157,127.04793917110914,0.8313986724089887,3.0,2.0,5.0,28.6,21670795.0
144,145.0,145.0,145.0,이디야커피(강서한강자이),20130819,영업/정상,,서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) B동 108호,"서울특별시 강서구 양천로 401, B동 1층 108호 (가양동, 1동 강서한강자이타워)",186501.233192961,451485.251875922,68.08,중저가,37.56555014784177,126.84510847408976,1.455299789679357,2.0,0.0,0.0,70.85555555555555,1339129.0
145,146.0,146.0,146.0,이디야(시흥대로점),20130326,폐업,20220412,서울특별시 금천구 독산동 967-10,"서울특별시 금천구 시흥대로 476, 지상1층 (독산동)",191000.581021467,441543.623608127,83.16,중저가,37.47603189977719,126.89615801371625,1.128165551964973,1.0,0.0,0.0,26.266666666666666,1725290.0
146,147.0,147.0,147.0,(주)이디야 도봉구청점,20130704,폐업,20221108,"서울특별시 도봉구 방학동 716-5 ESA아파트상가 108,109호","서울특별시 도봉구 도봉로150길 43, 상가동 지상1층 108,109호 (방학동, ESA아파트)",203953.833720651,462675.950480622,55.10,중저가,37.66646777798494,127.04270995155194,1.26545672616934,2.0,1.0,2.0,28.6,5900764.0
147,148.0,148.0,148.0,이디야커피 강서초교점,20150116,영업/정상,,서울특별시 양천구 신월동 514-2 지상1층,"서울특별시 양천구 오목로 48, 지상1층 (신월동)",186046.676672471,446653.034652049,66.00,중저가,37.522005623118176,126.84005570784532,1.2649574361374274,2.0,0.0,0.0,55.45555555555556,4043917.0
148,149.0,149.0,149.0,이디야(강동SK허브점),20100708,폐업,20220401,서울특별시 강동구 길동 445-1 (101호),"서울특별시 강동구 천호대로 1107 (길동,(101호))",211855.343463796,448152.725612274,39.60,중저가,37.53554884873917,127.13203229921264,0.1891574529956368,2.0,1.0,6.0,64.44444444444444,12954086.0
149,150.0,150.0,150.0,이디야커피 학동제마점,20220725,영업/정상,,서울특별시 강남구 논현동 214-22,"서울특별시 강남구 학동로34길 22, 지상1층 (논현동)",202905.300453538,445657.623200077,66.00,중저가,37.51313907546553,127.03075981672316,0.157044445882925,0.0,2.0,2.0,47.12222222222224,123701.0
150,151.0,151.0,151.0,개봉북부역점 이디야커피,20160829,폐업,20220427,서울특별시 구로구 개봉동 178-13,"서울특별시 구로구 경인로40길 12, 1층 (개봉동)",187468.900421511,443794.942617374,65.00,중저가,37.49627487336565,126.85619305498814,1.8687215020723933,5.0,1.0,2.0,34.24444444444445,1732964.0
151,152.0,152.0,152.0,이디야영등포점,2021-07-16,영업/정상,,서울특별시 영등포구 영등포동3가 9-4,"서울특별시 영등포구 영중로 16-1, 1,2층 (영등포동3가)",191635.027126389,446187.671810353,80.99,중저가,37.5178806809528,126.90327739908231,0.5276404129086637,2.0,2.0,10.0,34.24444444444445,1120860.0
152,153.0,153.0,153.0,이디야 서여의도점,2021-09-07,영업/정상,,서울특별시 영등포구 여의도동 14-3 아이비피아빌딩,"서울특별시 영등포구 국회대로72길 4, 아이비피아빌딩 1층 2호 (여의도동)",192855.846689734,447565.580756999,173.33,중저가,37.53030589947372,126.9170732547538,1.1714198751833291,3.0,0.0,8.0,26.58888888888889,1740491.0
153,154.0,154.0,154.0,이디야커피흑석역점,20221025,영업/정상,,서울특별시 동작구 흑석동 9-89,"서울특별시 동작구 현충로 100-1, 2층 (흑석동)",196812.464844337,445047.949634007,186.00,중저가,37.507644579102966,126.96184734914678,1.3639449961140444,0.0,0.0,0.0,58.21111111111111,337454.0
154,155.0,155.0,155.0,이디야 동대문역점,20190529,영업/정상,,서울특별시 종로구 종로6가 62-2 야드인빌딩 2층 ,"서울특별시 종로구 율곡로 286, 야드인빌딩 2층 (종로6가)",200647.155876643,452171.060783025,190.39,중저가,37.57182882820192,127.00522344503992,0.3057008974749363,2.0,1.0,0.0,58.21111111111111,4110785.0
155,156.0,156.0,156.0,이디야 커피,20190201,영업/정상,,서울특별시 종로구 종로5가 182-5 ,"서울특별시 종로구 동호로 406-1, 1층 (종로5가)",200129.775227347,452034.69521884,74.91,중저가,37.57060037297596,126.99936682794264,0.2291965809324618,2.0,0.0,3.0,82.53333333333333,2163684.0
157,158.0,158.0,158.0,이디야,20190902,영업/정상,,서울특별시 종로구 명륜2가 209-2번지 ,"서울특별시 종로구 성균관로 8, 1층 (명륜2가)",199783.918141466,453483.532108771,84.18,중저가,37.58365416311195,126.99545133171397,0.5857196891868761,2.0,0.0,7.0,82.53333333333333,2318907.0
160,161.0,161.0,161.0,이디야 종로4가점,20160218,영업/정상,,서울특별시 종로구 인의동 19 1층 ,"서울특별시 종로구 김상옥로 1, 1층 (인의동)",199745.16185806,452357.42129588,65.41,중저가,37.57350804212058,126.99501304259915,0.3559186876526793,0.0,0.0,1.0,44.73333333333333,4094772.0
161,162.0,162.0,162.0,이디야커피,20080429,영업/정상,,"서울특별시 종로구 숭인동 1054번지 지상1,2층 ","서울특별시 종로구 숭인동길 6 (숭인동,지상1,2층)",201838.198011408,452552.283687383,42.53,중저가,37.5752620756227,127.01870663214856,0.2310614697943628,1.0,2.0,3.0,84.78888888888889,1768964.0
164,165.0,165.0,165.0,이디야 동묘역점,2013-02-13,폐업,2024-08-13,서울특별시 종로구 숭인동 284,"서울특별시 종로구 종로 354, 1층 (숭인동)",201414.046576254,452312.837247358,59.50,중저가,37.57310541248543,127.01390469505522,0.2351364513294065,0.0,0.0,2.0,84.78888888888889,2388794.0
165,166.0,166.0,166.0,이디야 탑골공원점,20140630,영업/정상,,서울특별시 종로구 낙원동 205번지 ,"서울특별시 종로구 수표로 109-1, 1층 (낙원동)",198977.142634889,452080.59509012,39.68,중저가,37.57101328590438,126.9863194941486,0.4407939343086032,6.0,1.0,9.0,84.78888888888889,5140681.0
166,167.0,167.0,167.0,이디야,2011-10-31,폐업,2023-07-24,서울특별시 종로구 종로1가 24 르메이에르 종로타운 107-2,"서울특별시 종로구 종로 19, 1층 107-2호 (종로1가)",198150.300374121,452019.212642931,30.00,중저가,37.57045889074497,126.97696013266716,0.1067383131472854,3.0,1.0,11.0,53.08888888888889,5092817.0
168,169.0,169.0,169.0,이디야커피 북촌마을점,20200519,영업/정상,,서울특별시 종로구 화동 138-6번지 ,"서울특별시 종로구 북촌로5길 39, 2층 (화동)",198403.215745169,453004.756340579,90.84,중저가,37.579339003929256,126.97982077873638,0.492058530762963,0.0,0.0,0.0,45.63333333333334,1820552.0
170,171.0,171.0,171.0,이디야(동대문역점),20091125,폐업,20190528,서울특별시 종로구 종로6가 83번지 ,서울특별시 종로구 율곡로 290-2 (종로6가),200685.734152413,452136.400405769,23.10,중저가,37.57151651725281,127.00566011102477,0.3347368949404597,2.0,1.0,0.0,84.78888888888889,4110785.0
171,172.0,172.0,172.0,이디야소공점,20021025,폐업,20180718,서울특별시 중구 남대문로2가 118-0번지 (1층) ,"서울특별시 중구 남대문로 63 (남대문로2가,(1층))",198297.833546642,451193.870359394,18.60,중저가,37.56302294687949,126.97863212416652,0.2803080128887207,3.0,2.0,27.0,63.5,4543777.0
172,174.0,174.0,174.0,이디야,20040114,폐업,20190521,서울특별시 중구 남창동 46-27번지 (지상2층) ,"서울특별시 중구 퇴계로 55 (남창동,(지상2층))",198006.561974679,450734.150359974,89.26,중저가,37.55888031449543,126.97533668873668,0.2037616577054857,3.0,2.0,5.0,84.78888888888889,286457.0
174,176.0,176.0,176.0,이디야커피 IBK점,20090226,폐업,20200722,서울특별시 중구 을지로2가 50 (지상1층) ,"서울특별시 중구 을지로 79 (을지로2가,(지상1층))",198743.086421493,451579.913748821,86.32,중저가,37.56650190038184,126.98367097395597,0.2778240161868283,4.0,2.0,18.0,84.78888888888889,3421674.0
175,177.0,177.0,177.0,이디야 IBK본점,20211202,영업/정상,,서울특별시 중구 을지로2가 50 ,"서울특별시 중구 을지로 79, 지하1층 (을지로2가)",198743.086421493,451579.913748821,170.00,중저가,37.56650190038184,126.98367097395597,0.2778240161868283,4.0,2.0,18.0,58.21111111111111,3421674.0
176,178.0,178.0,178.0,이디야 시청점,20200414,영업/정상,,서울특별시 중구 무교동 25-1번지 원창빌딩 ,"서울특별시 중구 세종대로20길 23, 원창빌딩 1층 101-A호 (무교동)",198053.591672742,451652.397672222,66.00,중저가,37.56715372551143,126.97586644289464,0.1964748546333289,1.0,0.0,14.0,58.21111111111111,262038.0
177,179.0,179.0,179.0,이디야커피와 비밀베이커리,2008-06-26,영업/정상,,서울특별시 중구 을지로6가 18-37,"서울특별시 중구 을지로43길 38, 지상1층 (을지로6가)",200616.304949685,451713.374319666,66.00,중저가,37.56770514694643,127.0048738768168,0.4241078450621295,4.0,1.0,8.0,44.73333333333333,4110785.0
178,180.0,180.0,180.0,이디야 청구역점,2014-04-09,폐업,2024-04-01,서울특별시 중구 신당동 309-18 1층,"서울특별시 중구 다산로 181-2, 1층 (신당동)",201099.759440018,450833.306115568,60.00,중저가,37.55977541344033,127.010344903525,0.3172688605136953,1.0,0.0,1.0,63.5,2537980.0
179,181.0,181.0,181.0,이디야 신당중앙점,20140310,영업/정상,,서울특별시 중구 황학동 2477번지 ,"서울특별시 중구 퇴계로 449-8, 1,2층 (황학동)",201898.470565007,451485.205112622,73.00,중저가,37.56564770905752,127.01938626371155,0.0645998867544737,0.0,0.0,1.0,84.78888888888889,9123950.0
180,182.0,182.0,182.0,이디야(회현SK리더스점),20111101,영업/정상,,서울특별시 중구 회현동1가 206번지 ,"서울특별시 중구 퇴계로 72, 1층 104호 (회현동1가)",198219.475276246,450761.443791768,29.95,중저가,37.55912667622506,126.97774632214926,0.0312542524281428,2.0,2.0,9.0,44.73333333333333,286457.0
181,183.0,183.0,183.0,이디야 다동점,20140728,영업/정상,,서울특별시 중구 다동 92번지 1층 108호 ,"서울특별시 중구 다동길 46, 1층 108호 (다동)",198345.02215434,451737.693394501,42.39,중저가,37.56792281987213,126.97916494849184,0.249019690334389,3.0,0.0,23.0,53.08888888888889,28675584.0
182,184.0,184.0,184.0,이디야 동평화점,20140709,영업/정상,,"서울특별시 중구 신당동 217-92번지 동평화상가 1층 110,111호 ","서울특별시 중구 청계천로 318, 동평화상가  1층 110,111호 (신당동)",201162.482118095,451908.357632586,24.50,중저가,37.569461434699406,127.01105640132256,0.1925424120376289,2.0,1.0,0.0,45.977777777777774,135860.0
183,185.0,185.0,185.0,이디야,20160426,영업/정상,,서울특별시 중구 필동2가 32-19번지 1층 ,"서울특별시 중구 퇴계로 218-5, 1층 (필동2가)",199601.718387574,451011.663908753,39.67,중저가,37.56138286347879,126.993390115067,0.0850441558401891,1.0,3.0,6.0,53.08888888888889,6946811.0
184,186.0,186.0,186.0,이디야커피 약수역점,2018-05-23,영업/정상,,서울특별시 중구 신당동 373-70,"서울특별시 중구 동호로 186-13, 1,2층 (신당동)",200958.815664612,450254.293571435,168.55,중저가,37.55455871607082,127.0087490106908,0.1556689133396532,4.0,0.0,4.0,138.7,4131831.0
185,187.0,187.0,187.0,이디야커피동국대점,20090827,영업/정상,,서울특별시 중구 충무로5가 79-2번지 외1필지 (지상1층) ,"서울특별시 중구 서애로 7 (충무로5가,외1필지 (지상1층))",199797.596510995,451013.687085472,24.00,중저가,37.561401169622734,126.9956070905852,0.1145875712957104,0.0,3.0,1.0,63.5,6946811.0
186,188.0,188.0,188.0,이디야커피,20120920,영업/정상,,서울특별시 중구 필동1가 36-2번지 지상1층 ,서울특별시 중구 퇴계로 188 (필동1가),199272.350281075,450950.170297912,85.95,중저가,37.56082858836878,126.98966234675612,0.3461426337173332,2.0,1.0,8.0,138.7,3084116.0
187,189.0,189.0,189.0,이디야커피 한국은행점,20130620,영업/정상,,서울특별시 중구 남대문로3가 98번지 1층 ,"서울특별시 중구 남대문로 29-2 (남대문로3가, 1층)",198071.746367713,451018.630018879,56.10,중저가,37.56144358938524,126.97607365760685,0.2412097457100041,4.0,3.0,12.0,58.21111111111111,4543777.0
188,190.0,190.0,190.0,이디야커피명동중앙점,20100413,영업/정상,,서울특별시 중구 명동2가 32-17번지 1층 ,"서울특별시 중구 명동10길 20 (명동2가,1층)",198630.43843018,451188.085583623,21.60,중저가,37.56297140421644,126.98239668683702,0.371386548524142,3.0,3.0,37.0,138.7,6915272.0
189,191.0,191.0,191.0,이디야커피,20160222,영업/정상,,서울특별시 중구 오장동 69-29번지 ,"서울특별시 중구 마른내로 109-1, 1층 (오장동)",199942.447719835,451369.885191892,98.61,중저가,37.56461050620323,126.99724647815938,0.2276322514839412,1.0,1.0,4.0,53.08888888888889,2944995.0
190,192.0,192.0,192.0,이디야 충무로3가점,2011-07-04,폐업,2024-01-08,서울특별시 중구 충무로3가 58-21 (1층),"서울특별시 중구 퇴계로27길 31 (충무로3가,(1층))",199157.146978682,451143.211003166,39.76,중저가,37.5625677581772,126.98835823047337,0.3006291586517888,4.0,1.0,10.0,32.74444444444444,3084116.0
191,193.0,193.0,193.0,이디야커피,20190529,영업/정상,,서울특별시 중구 충무로5가 19-7번지 남경빌딩 ,"서울특별시 중구 창경궁로 2, 남경빌딩 1층 (충무로5가)",199815.763550928,451141.619094066,76.95,중저가,37.56255382832292,126.99581266438724,0.1985753725363347,0.0,4.0,1.0,43.41111111111112,862397.0
192,194.0,194.0,194.0,이디야커피,20140319,영업/정상,,서울특별시 용산구 이촌동 301-26번지 1층 ,"서울특별시 용산구 이촌로77길 19, 1층 (이촌동)",197737.246366776,446496.569265877,49.59,중저가,37.520699384332765,126.97230206469564,0.3048757485263036,1.0,0.0,1.0,43.41111111111112,535430.0
193,195.0,195.0,195.0,이디야,20150302,영업/정상,,서울특별시 용산구 원효로1가 39-13번지 지상1층 ,"서울특별시 용산구 원효로 257, 지상1층 (원효로1가)",197209.801664776,448710.784922372,70.35,중저가,37.54064785175638,126.9663270133172,0.4650234253233527,0.0,0.0,1.0,63.37777777777777,6828566.0
194,196.0,196.0,196.0,이디야용문점,20190710,영업/정상,,서울특별시 용산구 원효로2가 88-8번지 ,"서울특별시 용산구 원효로41길 73, 1층 (원효로2가)",196495.479644986,448177.995441343,67.00,중저가,37.53584497047304,126.95824704547093,0.4700870398175337,2.0,0.0,0.0,63.37777777777777,2317322.0
195,197.0,197.0,197.0,이디야커피순천향병원점,20151007,영업/정상,,"서울특별시 용산구 한남동 633-3번지 지상1층 12,13호","서울특별시 용산구 대사관로 72, 지상1층 12,13호 (한남동)",200455.14401596,447866.831310941,57.96,중저가,37.53304822251046,127.00304763358346,0.7590235425411999,1.0,1.0,1.0,60.1,10061716.0
196,199.0,199.0,199.0,이디야IBK고객센터,20120322,영업/정상,,서울특별시 용산구 한남동 707-18번지 외1필지(지상1층) ,"서울특별시 용산구 한남대로 72 (한남동, 707-18외1필지 지상1층)",200550.113887155,448091.764762517,160.57,중저가,37.53507481323329,127.00412225792884,0.5689323254280004,1.0,1.0,1.0,43.41111111111112,2480908.0
197,200.0,200.0,200.0,이디야용산원효점,20200326,영업/정상,,서울특별시 용산구 원효로4가 118-1번지 신정빌딩 ,"서울특별시 용산구 원효로 70, 1층 (원효로4가)",195653.553341643,447808.18379926,77.12,중저가,37.53250935176892,126.94872347834432,0.8134020962418412,0.0,0.0,0.0,63.37777777777777,5249902.0
198,201.0,201.0,201.0,이디야용산후암점,2020-04-16,폐업,2023-11-23,서울특별시 용산구 후암동 244-49,"서울특별시 용산구 후암로 40-2, 1층 (후암동)",197959.836762816,449698.375026945,98.40,중저가,37.54954797329358,126.97481083383524,0.4341991161933498,2.0,0.0,0.0,32.74444444444444,497568.0
199,202.0,202.0,202.0,이디야커피용산청파점,20201028,영업/정상,,서울특별시 용산구 청파동1가 138 새마을금고 ,"서울특별시 용산구 청파로71길 10, 1층 (청파동1가)",197227.44587738,449688.742280304,77.72,중저가,37.549459220657006,126.9665228794842,0.6446805852038843,0.0,0.0,1.0,32.74444444444444,9045797.0
200,203.0,203.0,203.0,이디야 한강진역사,20141013,폐업,20191106,"서울특별시 용산구 한남동 산 10-33번지 지하철6호선 한강진역 631-1705,1706호 ","서울특별시 용산구 이태원로 281, 지하1층 631-1705,1706호 (한남동)",199976.641457811,448731.858551578,64.00,중저가,37.54084213663539,126.99763382008884,0.3810562271486082,0.0,0.0,0.0,44.73333333333333,856817.0
201,204.0,204.0,204.0,이디야 용산아스테리움점,20140623,폐업,20170511,서울특별시 용산구 한강로2가 419번지 아스테리움 지하1층 4호,"서울특별시 용산구 한강대로30길 25, 지하1층 4호 (한강로2가, 아스테리움)",197177.441827434,447264.444809335,45.15,중저가,37.52761632269211,126.96596654466558,0.2602439823127569,3.0,0.0,3.0,44.73333333333333,8378097.0
202,205.0,205.0,205.0,이디야,20041006,폐업,20211005,서울특별시 용산구 한강로3가 40-999 이마트 지하2층 ,"서울특별시 용산구 한강대로23길 55, 지하2층 (한강로3가, 이마트)",196762.077394917,447480.039577359,23.68,중저가,37.52955742609546,126.96126654334232,0.5995011649289558,2.0,0.0,10.0,44.73333333333333,4769141.0
203,206.0,206.0,206.0,이디야 커피,20161108,영업/정상,,서울특별시 성동구 금호동1가 172번지 ,"서울특별시 성동구 난계로 35, 2층 (금호동1가)",202101.398694057,450358.716765773,82.00,중저가,37.55549774252359,127.02168003668989,0.1905277429817,1.0,0.0,0.0,44.73333333333333,4788406.0
204,207.0,207.0,207.0,이디야(왕십리 센트라스점),20160405,영업/정상,,서울특별시 성동구 홍익동 402번지 ,"서울특별시 성동구 무학로 22, 1층 (홍익동)",202608.465793876,451533.387365259,60.72,중저가,37.56608013926484,127.02742271434484,0.3148308734855229,3.0,0.0,2.0,49.1888888888889,2925316.0
